study_sex,variable,est,value,type,group
Female_search,dmduration_category,freq,181,Grouped,<=5 months
Female_today,dmduration_category,proportion,100,Grouped,<=5 months
Female_today,dmduration_category,freq,203,Grouped,<=5 months
Male_search,dmduration_category,proportion,100,Grouped,<=5 months
Male_search,dmduration_category,freq,163,Grouped,<=5 months
Male_today,dmduration_category,proportion,100,Grouped,<=5 months
Male_today,dmduration_category,freq,134,Grouped,<=5 months
Total,dmduration_category,proportion,100,Grouped,<=5 months
Total,dmduration_category,freq,681,Grouped,<=5 months
Female_search,age_category,proportion,15.469613259668508,Grouped,14-15
Female_search,age_category,freq,28,Grouped,14-15
Female_search,age_category,proportion,39.226519337016576,Grouped,<=13
Female_search,age_category,freq,71,Grouped,<=13
Female_search,age_category,proportion,45.30386740331492,Grouped,>15
Female_search,age_category,freq,82,Grouped,>15
Female_today,age_category,proportion,26.600985221674875,Grouped,14-15
Female_today,age_category,freq,54,Grouped,14-15
Female_today,age_category,proportion,48.76847290640394,Grouped,<=13
Female_today,age_category,freq,99,Grouped,<=13
Female_today,age_category,proportion,24.63054187192118,Grouped,>15
Female_today,age_category,freq,50,Grouped,>15
Male_search,age_category,proportion,15.950920245398773,Grouped,14-15
Male_search,age_category,freq,26,Grouped,14-15
Male_search,age_category,proportion,27.607361963190183,Grouped,<=13
Male_search,age_category,freq,45,Grouped,<=13
Male_search,age_category,proportion,56.441717791411044,Grouped,>15
Male_search,age_category,freq,92,Grouped,>15
Male_today,age_category,proportion,36.56716417910448,Grouped,14-15
Male_today,age_category,freq,49,Grouped,14-15
Male_today,age_category,proportion,28.35820895522388,Grouped,<=13
Male_today,age_category,freq,38,Grouped,<=13
Male_today,age_category,proportion,35.07462686567164,Grouped,>15
Male_today,age_category,freq,47,Grouped,>15
Total,age_category,proportion,23.05433186490455,Grouped,14-15
Total,age_category,freq,157,Grouped,14-15
Total,age_category,proportion,37.15124816446402,Grouped,<=13
Total,age_category,freq,253,Grouped,<=13
Total,age_category,proportion,39.794419970631424,Grouped,>15
Total,age_category,freq,271,Grouped,>15
Female_search,race_eth,proportion,18.784530386740332,Grouped,Hispanic
Female_search,race_eth,freq,34,Grouped,Hispanic
Female_search,race_eth,proportion,39.226519337016576,Grouped,NH Black
Female_search,race_eth,freq,71,Grouped,NH Black
Female_search,race_eth,proportion,6.629834254143646,Grouped,NH Other
Female_search,race_eth,freq,12,Grouped,NH Other
Female_search,race_eth,proportion,35.35911602209945,Grouped,NH White
Female_search,race_eth,freq,64,Grouped,NH White
Female_today,race_eth,proportion,41.87192118226601,Grouped,Hispanic
Female_today,race_eth,freq,85,Grouped,Hispanic
Female_today,race_eth,proportion,29.064039408866996,Grouped,NH Black
Female_today,race_eth,freq,59,Grouped,NH Black
Female_today,race_eth,proportion,9.852216748768473,Grouped,NH Other
Female_today,race_eth,freq,20,Grouped,NH Other
Female_today,race_eth,proportion,19.211822660098523,Grouped,NH White
Female_today,race_eth,freq,39,Grouped,NH White
Male_search,race_eth,proportion,21.47239263803681,Grouped,Hispanic
Male_search,race_eth,freq,35,Grouped,Hispanic
Male_search,race_eth,proportion,21.47239263803681,Grouped,NH Black
Male_search,race_eth,freq,35,Grouped,NH Black
Male_search,race_eth,proportion,9.202453987730062,Grouped,NH Other
Male_search,race_eth,freq,15,Grouped,NH Other
Male_search,race_eth,proportion,47.852760736196316,Grouped,NH White
Male_search,race_eth,freq,78,Grouped,NH White
Male_today,race_eth,proportion,41.791044776119406,Grouped,Hispanic
Male_today,race_eth,freq,56,Grouped,Hispanic
Male_today,race_eth,proportion,25.37313432835821,Grouped,NH Black
Male_today,race_eth,freq,34,Grouped,NH Black
Male_today,race_eth,proportion,6.7164179104477615,Grouped,NH Other
Male_today,race_eth,freq,9,Grouped,NH Other
Male_today,race_eth,proportion,26.119402985074625,Grouped,NH White
Male_today,race_eth,freq,35,Grouped,NH White
Total,race_eth,proportion,30.837004405286343,Grouped,Hispanic
Total,race_eth,freq,210,Grouped,Hispanic
Total,race_eth,proportion,29.22173274596182,Grouped,NH Black
Total,race_eth,freq,199,Grouped,NH Black
Total,race_eth,proportion,8.223201174743025,Grouped,NH Other
Total,race_eth,freq,56,Grouped,NH Other
Total,race_eth,proportion,31.718061674008812,Grouped,NH White
Total,race_eth,freq,216,Grouped,NH White
