sex_cluster,variable,est,value,type,group
Male_OB,ldlc,min,49,Continuous,NA
Male_OB,ldlc,max,196,Continuous,NA
Male_OB,ldlc,freq,66,Continuous,NA
Male_OB,ldlc,missing,0,Continuous,NA
Male_OB,hdlc,mean,54.733333333333334,Continuous,NA
Male_OB,hdlc,sd,10.61217491423207,Continuous,NA
Male_OB,hdlc,median,53.5,Continuous,NA
Male_OB,hdlc,q25,48.25,Continuous,NA
Male_OB,hdlc,q75,61.45,Continuous,NA
Male_OB,hdlc,min,27,Continuous,NA
Male_OB,hdlc,max,81,Continuous,NA
Male_OB,hdlc,freq,66,Continuous,NA
Male_OB,hdlc,missing,0,Continuous,NA
Male_OB,totalc,mean,161.78688524590163,Continuous,NA
Male_OB,totalc,sd,29.95169152379565,Continuous,NA
Male_OB,totalc,median,155,Continuous,NA
Male_OB,totalc,q25,145,Continuous,NA
Male_OB,totalc,q75,174,Continuous,NA
Male_OB,totalc,min,114,Continuous,NA
Male_OB,totalc,max,288,Continuous,NA
Male_OB,totalc,freq,61,Continuous,NA
Male_OB,totalc,missing,5,Continuous,NA
Male_OB,insulinf,mean,21.55,Continuous,NA
Male_OB,insulinf,sd,15.56716630176047,Continuous,NA
Male_OB,insulinf,median,21.25,Continuous,NA
Male_OB,insulinf,q25,8.725000000000001,Continuous,NA
Male_OB,insulinf,q75,34.075,Continuous,NA
Male_OB,insulinf,min,7,Continuous,NA
Male_OB,insulinf,max,36.7,Continuous,NA
Male_OB,insulinf,freq,4,Continuous,NA
Male_OB,insulinf,missing,62,Continuous,NA
Male_OB,tgl,mean,63.75,Continuous,NA
Male_OB,tgl,sd,19.102792117035317,Continuous,NA
Male_OB,tgl,median,57,Continuous,NA
Male_OB,tgl,q25,50.75,Continuous,NA
Male_OB,tgl,q75,70,Continuous,NA
Male_OB,tgl,min,50,Continuous,NA
Male_OB,tgl,max,91,Continuous,NA
Male_OB,tgl,freq,4,Continuous,NA
Male_OB,tgl,missing,62,Continuous,NA
Male_OB,glucosef,mean,131.75,Continuous,NA
Male_OB,glucosef,sd,29.432125305522874,Continuous,NA
Male_OB,glucosef,median,128,Continuous,NA
Male_OB,glucosef,q25,114.5,Continuous,NA
Male_OB,glucosef,q75,145.25,Continuous,NA
Male_OB,glucosef,min,101,Continuous,NA
Male_OB,glucosef,max,170,Continuous,NA
Male_OB,glucosef,freq,4,Continuous,NA
Male_OB,glucosef,missing,62,Continuous,NA
Total,bmi,mean,32.9360515959677,Continuous,NA
Total,bmi,sd,7.654562810686399,Continuous,NA
Total,bmi,median,32.5528,Continuous,NA
Total,bmi,q25,31.307460705,Continuous,NA
Total,bmi,q75,37.9585,Continuous,NA
Total,bmi,min,13.695138501,Continuous,NA
Total,bmi,max,89.012019185,Continuous,NA
Total,bmi,freq,681,Continuous,NA
Total,bmi,missing,0,Continuous,NA
Total,hba1c,mean,6.53230543318649,Continuous,NA
Total,hba1c,sd,1.5498913057097117,Continuous,NA
Total,hba1c,median,6.1,Continuous,NA
Total,hba1c,q25,5.5,Continuous,NA
Total,hba1c,q75,7,Continuous,NA
Total,hba1c,min,4.3,Continuous,NA
Total,hba1c,max,15,Continuous,NA
Total,hba1c,freq,681,Continuous,NA
Total,hba1c,missing,0,Continuous,NA
Total,cpeptidef,mean,3.5222525697503673,Continuous,NA
Total,cpeptidef,sd,1.943121371794998,Continuous,NA
Total,cpeptidef,median,3.3,Continuous,NA
Total,cpeptidef,q25,2.16,Continuous,NA
Total,cpeptidef,q75,4.6,Continuous,NA
Total,cpeptidef,min,0.05,Continuous,NA
Total,cpeptidef,max,11.4,Continuous,NA
Total,cpeptidef,freq,681,Continuous,NA
Total,cpeptidef,missing,0,Continuous,NA
Total,sbp,mean,113.29818893793598,Continuous,NA
Total,sbp,sd,11.731221887682237,Continuous,NA
Total,sbp,median,112.66666667,Continuous,NA
Total,sbp,q25,105.66666667,Continuous,NA
Total,sbp,q75,120.66666667,Continuous,NA
Total,sbp,min,81.333333333,Continuous,NA
Total,sbp,max,156.5,Continuous,NA
Total,sbp,freq,681,Continuous,NA
Total,sbp,missing,0,Continuous,NA
Total,dbp,mean,68.5274106705812,Continuous,NA
Total,dbp,sd,9.703673206229594,Continuous,NA
Total,dbp,median,68,Continuous,NA
Total,dbp,q25,61.5,Continuous,NA
Total,dbp,q75,74.666666667,Continuous,NA
Total,dbp,min,40,Continuous,NA
Total,dbp,max,107.33333333,Continuous,NA
Total,dbp,freq,681,Continuous,NA
Total,dbp,missing,0,Continuous,NA
Total,ldlc,mean,89.51483113069015,Continuous,NA
Total,ldlc,sd,27.229502280063265,Continuous,NA
Total,ldlc,median,87,Continuous,NA
Total,ldlc,q25,71,Continuous,NA
Total,ldlc,q75,106,Continuous,NA
Total,ldlc,min,23,Continuous,NA
Total,ldlc,max,231,Continuous,NA
Total,ldlc,freq,681,Continuous,NA
Total,ldlc,missing,0,Continuous,NA
Total,hdlc,mean,40.60117474302496,Continuous,NA
Total,hdlc,sd,10.494469065697919,Continuous,NA
Total,hdlc,median,39,Continuous,NA
Total,hdlc,q25,33,Continuous,NA
Total,hdlc,q75,46,Continuous,NA
Total,hdlc,min,13,Continuous,NA
Total,hdlc,max,81,Continuous,NA
Total,hdlc,freq,681,Continuous,NA
Total,hdlc,missing,0,Continuous,NA
Total,totalc,mean,153.69277108433735,Continuous,NA
Total,totalc,sd,35.368376542864326,Continuous,NA
Total,totalc,median,150,Continuous,NA
Total,totalc,q25,129,Continuous,NA
Total,totalc,q75,174,Continuous,NA
Total,totalc,min,54,Continuous,NA
Total,totalc,max,330,Continuous,NA
Total,totalc,freq,664,Continuous,NA
Total,totalc,missing,17,Continuous,NA
Total,insulinf,mean,30.14084084084084,Continuous,NA
Total,insulinf,sd,22.16447856671189,Continuous,NA
Total,insulinf,median,25.3,Continuous,NA
Total,insulinf,q25,17.2,Continuous,NA
Total,insulinf,q75,36.6,Continuous,NA
Total,insulinf,min,2.2,Continuous,NA
Total,insulinf,max,202.5,Continuous,NA
Total,insulinf,freq,333,Continuous,NA
Total,insulinf,missing,348,Continuous,NA
Total,tgl,mean,107.70326409495549,Continuous,NA
Total,tgl,sd,67.06185680491927,Continuous,NA
Total,tgl,median,89,Continuous,NA
Total,tgl,q25,64,Continuous,NA
Total,tgl,q75,130,Continuous,NA
Total,tgl,min,27,Continuous,NA
Total,tgl,max,541,Continuous,NA
Total,tgl,freq,337,Continuous,NA
Total,tgl,missing,344,Continuous,NA
Total,glucosef,mean,106.45994065281899,Continuous,NA
Total,glucosef,sd,21.345911647059875,Continuous,NA
Total,glucosef,median,101,Continuous,NA
Total,glucosef,q25,92,Continuous,NA
Total,glucosef,q75,116,Continuous,NA
Total,glucosef,min,70,Continuous,NA
Total,glucosef,max,214,Continuous,NA
Total,glucosef,freq,337,Continuous,NA
Total,glucosef,missing,344,Continuous,NA
Female_ID,female,proportion,100,Proportion,NA
Female_ID,female,freq,128,Proportion,NA
Female_ID,female,missing,0,Proportion,NA
Female_ID,insulin,proportion,28.90625,Proportion,NA
Female_ID,insulin,freq,128,Proportion,NA
Female_ID,insulin,missing,0,Proportion,NA
Female_ID,metformin,proportion,85.9375,Proportion,NA
Female_ID,metformin,freq,128,Proportion,NA
Female_ID,metformin,missing,0,Proportion,NA
Female_IR,female,proportion,100,Proportion,NA
Female_IR,female,freq,195,Proportion,NA
Female_IR,female,missing,0,Proportion,NA
Female_IR,insulin,proportion,10.824742268041238,Proportion,NA
Female_IR,insulin,freq,194,Proportion,NA
Female_IR,insulin,missing,1,Proportion,NA
Female_IR,metformin,proportion,88.14432989690721,Proportion,NA
Female_IR,metformin,freq,194,Proportion,NA
Female_IR,metformin,missing,1,Proportion,NA
Female_OB,female,proportion,100,Proportion,NA
Female_OB,female,freq,61,Proportion,NA
Female_OB,female,missing,0,Proportion,NA
Female_OB,insulin,proportion,72.1311475409836,Proportion,NA
Female_OB,insulin,freq,61,Proportion,NA
Female_OB,insulin,missing,0,Proportion,NA
Female_OB,metformin,proportion,39.34426229508197,Proportion,NA
Female_OB,metformin,freq,61,Proportion,NA
Female_OB,metformin,missing,0,Proportion,NA
Male_ID,female,proportion,0,Proportion,NA
Male_ID,female,freq,121,Proportion,NA
Male_ID,female,missing,0,Proportion,NA
Male_ID,insulin,proportion,22.5,Proportion,NA
Male_ID,insulin,freq,120,Proportion,NA
Male_ID,insulin,missing,1,Proportion,NA
Male_ID,metformin,proportion,85.83333333333333,Proportion,NA
Male_ID,metformin,freq,120,Proportion,NA
Male_ID,metformin,missing,1,Proportion,NA
Male_IR,female,proportion,0,Proportion,NA
Male_IR,female,freq,110,Proportion,NA
Male_IR,female,missing,0,Proportion,NA
Male_IR,insulin,proportion,15.454545454545453,Proportion,NA
Male_IR,insulin,freq,110,Proportion,NA
Male_IR,insulin,missing,0,Proportion,NA
Male_IR,metformin,proportion,88.18181818181819,Proportion,NA
Male_IR,metformin,freq,110,Proportion,NA
Male_IR,metformin,missing,0,Proportion,NA
Male_OB,female,proportion,0,Proportion,NA
Male_OB,female,freq,66,Proportion,NA
Male_OB,female,missing,0,Proportion,NA
Male_OB,insulin,proportion,84.61538461538461,Proportion,NA
Male_OB,insulin,freq,65,Proportion,NA
Male_OB,insulin,missing,1,Proportion,NA
Male_OB,metformin,proportion,15.384615384615385,Proportion,NA
Male_OB,metformin,freq,65,Proportion,NA
Male_OB,metformin,missing,1,Proportion,NA
Total,female,proportion,56.38766519823789,Proportion,NA
Total,female,freq,681,Proportion,NA
Total,female,missing,0,Proportion,NA
Total,insulin,proportion,29.646017699115045,Proportion,NA
Total,insulin,freq,678,Proportion,NA
Total,insulin,missing,3,Proportion,NA
Total,metformin,proportion,75.95870206489676,Proportion,NA
Total,metformin,freq,678,Proportion,NA
Total,metformin,missing,3,Proportion,NA
Female_ID,cluster,proportion,100,Grouped,ID
Female_ID,cluster,freq,128,Grouped,ID
Female_IR,cluster,proportion,100,Grouped,IR
Female_IR,cluster,freq,195,Grouped,IR
Female_OB,cluster,proportion,100,Grouped,OB
Female_OB,cluster,freq,61,Grouped,OB
Male_ID,cluster,proportion,100,Grouped,ID
Male_ID,cluster,freq,121,Grouped,ID
Male_IR,cluster,proportion,100,Grouped,IR
Male_IR,cluster,freq,110,Grouped,IR
Male_OB,cluster,proportion,100,Grouped,OB
Male_OB,cluster,freq,66,Grouped,OB
Total,cluster,proportion,36.563876651982376,Grouped,ID
Total,cluster,freq,249,Grouped,ID
Total,cluster,proportion,44.7870778267254,Grouped,IR
Total,cluster,freq,305,Grouped,IR
Total,cluster,proportion,18.649045521292216,Grouped,OB
Total,cluster,freq,127,Grouped,OB
Female_ID,study,proportion,57.03125,Grouped,SEARCH
Female_ID,study,freq,73,Grouped,SEARCH
Female_ID,study,proportion,42.96875,Grouped,TODAY
Female_ID,study,freq,55,Grouped,TODAY
Female_IR,study,proportion,30.76923076923077,Grouped,SEARCH
Female_IR,study,freq,60,Grouped,SEARCH
Female_IR,study,proportion,69.23076923076923,Grouped,TODAY
Female_IR,study,freq,135,Grouped,TODAY
Female_OB,study,proportion,78.68852459016394,Grouped,SEARCH
Female_OB,study,freq,48,Grouped,SEARCH
Female_OB,study,proportion,21.311475409836067,Grouped,TODAY
Female_OB,study,freq,13,Grouped,TODAY
Male_ID,study,proportion,59.50413223140496,Grouped,SEARCH
Male_ID,study,freq,72,Grouped,SEARCH
Male_ID,study,proportion,40.49586776859504,Grouped,TODAY
Male_ID,study,freq,49,Grouped,TODAY
Male_IR,study,proportion,26.363636363636363,Grouped,SEARCH
Male_IR,study,freq,29,Grouped,SEARCH
Male_IR,study,proportion,73.63636363636364,Grouped,TODAY
Male_IR,study,freq,81,Grouped,TODAY
Male_OB,study,proportion,93.93939393939394,Grouped,SEARCH
Male_OB,study,freq,62,Grouped,SEARCH
Male_OB,study,proportion,6.0606060606060606,Grouped,TODAY
Male_OB,study,freq,4,Grouped,TODAY
Total,study,proportion,50.51395007342144,Grouped,SEARCH
Total,study,freq,344,Grouped,SEARCH
Total,study,proportion,49.48604992657856,Grouped,TODAY
Total,study,freq,337,Grouped,TODAY
Female_ID,dmduration_category,proportion,100,Grouped,<=5 months
Female_ID,dmduration_category,freq,128,Grouped,<=5 months
Female_IR,dmduration_category,proportion,100,Grouped,<=5 months
Female_IR,dmduration_category,freq,195,Grouped,<=5 months
Female_OB,dmduration_category,proportion,100,Grouped,<=5 months
Female_OB,dmduration_category,freq,61,Grouped,<=5 months
Male_ID,dmduration_category,proportion,100,Grouped,<=5 months
Male_ID,dmduration_category,freq,121,Grouped,<=5 months
Male_IR,dmduration_category,proportion,100,Grouped,<=5 months
Male_IR,dmduration_category,freq,110,Grouped,<=5 months
Male_OB,dmduration_category,proportion,100,Grouped,<=5 months
Male_OB,dmduration_category,freq,66,Grouped,<=5 months
Total,dmduration_category,proportion,100,Grouped,<=5 months
Total,dmduration_category,freq,681,Grouped,<=5 months
Female_ID,age_category,proportion,22.65625,Grouped,14-15
Female_ID,age_category,freq,29,Grouped,14-15
Female_ID,age_category,proportion,25.78125,Grouped,<=13
Female_ID,age_category,freq,33,Grouped,<=13
Female_ID,age_category,proportion,51.5625,Grouped,>15
Female_ID,age_category,freq,66,Grouped,>15
Female_IR,age_category,proportion,20,Grouped,14-15
Female_IR,age_category,freq,39,Grouped,14-15
Female_IR,age_category,proportion,54.35897435897436,Grouped,<=13
Female_IR,age_category,freq,106,Grouped,<=13
Female_IR,age_category,proportion,25.641025641025642,Grouped,>15
Female_IR,age_category,freq,50,Grouped,>15
Female_OB,age_category,proportion,22.950819672131146,Grouped,14-15
Female_OB,age_category,freq,14,Grouped,14-15
Female_OB,age_category,proportion,50.81967213114754,Grouped,<=13
Female_OB,age_category,freq,31,Grouped,<=13
Female_OB,age_category,proportion,26.229508196721312,Grouped,>15
Female_OB,age_category,freq,16,Grouped,>15
Male_ID,age_category,proportion,25.619834710743802,Grouped,14-15
Male_ID,age_category,freq,31,Grouped,14-15
Male_ID,age_category,proportion,11.570247933884298,Grouped,<=13
Male_ID,age_category,freq,14,Grouped,<=13
Male_ID,age_category,proportion,62.8099173553719,Grouped,>15
Male_ID,age_category,freq,76,Grouped,>15
Male_IR,age_category,proportion,30,Grouped,14-15
Male_IR,age_category,freq,33,Grouped,14-15
Male_IR,age_category,proportion,30,Grouped,<=13
Male_IR,age_category,freq,33,Grouped,<=13
Male_IR,age_category,proportion,40,Grouped,>15
Male_IR,age_category,freq,44,Grouped,>15
Male_OB,age_category,proportion,16.666666666666668,Grouped,14-15
Male_OB,age_category,freq,11,Grouped,14-15
Male_OB,age_category,proportion,54.54545454545455,Grouped,<=13
Male_OB,age_category,freq,36,Grouped,<=13
Male_OB,age_category,proportion,28.78787878787879,Grouped,>15
Male_OB,age_category,freq,19,Grouped,>15
Total,age_category,proportion,23.05433186490455,Grouped,14-15
Total,age_category,freq,157,Grouped,14-15
Total,age_category,proportion,37.15124816446402,Grouped,<=13
Total,age_category,freq,253,Grouped,<=13
Total,age_category,proportion,39.794419970631424,Grouped,>15
Total,age_category,freq,271,Grouped,>15
Female_ID,race_eth,proportion,24.21875,Grouped,Hispanic
Female_ID,race_eth,freq,31,Grouped,Hispanic
Female_ID,race_eth,proportion,40.625,Grouped,NH Black
Female_ID,race_eth,freq,52,Grouped,NH Black
Female_ID,race_eth,proportion,6.25,Grouped,NH Other
Female_ID,race_eth,freq,8,Grouped,NH Other
Female_ID,race_eth,proportion,28.90625,Grouped,NH White
Female_ID,race_eth,freq,37,Grouped,NH White
Female_IR,race_eth,proportion,39.48717948717949,Grouped,Hispanic
Female_IR,race_eth,freq,77,Grouped,Hispanic
Female_IR,race_eth,proportion,28.205128205128204,Grouped,NH Black
Female_IR,race_eth,freq,55,Grouped,NH Black
Female_IR,race_eth,proportion,10.76923076923077,Grouped,NH Other
Female_IR,race_eth,freq,21,Grouped,NH Other
Female_IR,race_eth,proportion,21.53846153846154,Grouped,NH White
Female_IR,race_eth,freq,42,Grouped,NH White
Female_OB,race_eth,proportion,18.0327868852459,Grouped,Hispanic
Female_OB,race_eth,freq,11,Grouped,Hispanic
Female_OB,race_eth,proportion,37.704918032786885,Grouped,NH Black
Female_OB,race_eth,freq,23,Grouped,NH Black
Female_OB,race_eth,proportion,4.918032786885246,Grouped,NH Other
Female_OB,race_eth,freq,3,Grouped,NH Other
Female_OB,race_eth,proportion,39.34426229508197,Grouped,NH White
Female_OB,race_eth,freq,24,Grouped,NH White
Male_ID,race_eth,proportion,35.53719008264463,Grouped,Hispanic
Male_ID,race_eth,freq,43,Grouped,Hispanic
Male_ID,race_eth,proportion,27.272727272727273,Grouped,NH Black
Male_ID,race_eth,freq,33,Grouped,NH Black
Male_ID,race_eth,proportion,11.570247933884298,Grouped,NH Other
Male_ID,race_eth,freq,14,Grouped,NH Other
Male_ID,race_eth,proportion,25.619834710743802,Grouped,NH White
Male_ID,race_eth,freq,31,Grouped,NH White
Male_IR,race_eth,proportion,31.818181818181817,Grouped,Hispanic
Male_IR,race_eth,freq,35,Grouped,Hispanic
Male_IR,race_eth,proportion,27.272727272727273,Grouped,NH Black
Male_IR,race_eth,freq,30,Grouped,NH Black
Male_IR,race_eth,proportion,5.454545454545454,Grouped,NH Other
Male_IR,race_eth,freq,6,Grouped,NH Other
Male_IR,race_eth,proportion,35.45454545454545,Grouped,NH White
Male_IR,race_eth,freq,39,Grouped,NH White
Male_OB,race_eth,proportion,19.696969696969695,Grouped,Hispanic
Male_OB,race_eth,freq,13,Grouped,Hispanic
Male_OB,race_eth,proportion,9.090909090909092,Grouped,NH Black
Male_OB,race_eth,freq,6,Grouped,NH Black
Male_OB,race_eth,proportion,6.0606060606060606,Grouped,NH Other
Male_OB,race_eth,freq,4,Grouped,NH Other
Male_OB,race_eth,proportion,65.15151515151516,Grouped,NH White
Male_OB,race_eth,freq,43,Grouped,NH White
Total,race_eth,proportion,30.837004405286343,Grouped,Hispanic
Total,race_eth,freq,210,Grouped,Hispanic
Total,race_eth,proportion,29.22173274596182,Grouped,NH Black
Total,race_eth,freq,199,Grouped,NH Black
Total,race_eth,proportion,8.223201174743025,Grouped,NH Other
Total,race_eth,freq,56,Grouped,NH Other
Total,race_eth,proportion,31.718061674008812,Grouped,NH White
Total,race_eth,freq,216,Grouped,NH White
