sex_cluster,variable,est,value,type,group
Male_ySIRD,bmi,sd,6.377506286225906,Continuous,NA
Male_ySIRD,bmi,median,32,Continuous,NA
Male_ySIRD,bmi,q25,25.839633651,Continuous,NA
Male_ySIRD,bmi,q75,33.419489862,Continuous,NA
Male_ySIRD,bmi,min,16.547401194,Continuous,NA
Male_ySIRD,bmi,max,47.875519349,Continuous,NA
Male_ySIRD,bmi,freq,53,Continuous,NA
Male_ySIRD,bmi,missing,0,Continuous,NA
Male_ySIRD,hba1c,mean,7.133584905660378,Continuous,NA
Male_ySIRD,hba1c,sd,1.6549495627215938,Continuous,NA
Male_ySIRD,hba1c,median,6.6,Continuous,NA
Male_ySIRD,hba1c,q25,5.9,Continuous,NA
Male_ySIRD,hba1c,q75,8,Continuous,NA
Male_ySIRD,hba1c,min,4.7,Continuous,NA
Male_ySIRD,hba1c,max,12,Continuous,NA
Male_ySIRD,hba1c,freq,53,Continuous,NA
Male_ySIRD,hba1c,missing,0,Continuous,NA
Male_ySIRD,cpeptidef,mean,2.1579245283018866,Continuous,NA
Male_ySIRD,cpeptidef,sd,1.083516991614604,Continuous,NA
Male_ySIRD,cpeptidef,median,1.93,Continuous,NA
Male_ySIRD,cpeptidef,q25,1.4,Continuous,NA
Male_ySIRD,cpeptidef,q75,2.83,Continuous,NA
Male_ySIRD,cpeptidef,min,0.57,Continuous,NA
Male_ySIRD,cpeptidef,max,5.36,Continuous,NA
Male_ySIRD,cpeptidef,freq,53,Continuous,NA
Male_ySIRD,cpeptidef,missing,0,Continuous,NA
Male_ySIRD,sbp,mean,114.21069182415094,Continuous,NA
Male_ySIRD,sbp,sd,9.149993632743517,Continuous,NA
Male_ySIRD,sbp,median,114,Continuous,NA
Male_ySIRD,sbp,q25,107.33333333,Continuous,NA
Male_ySIRD,sbp,q75,120,Continuous,NA
Male_ySIRD,sbp,min,96,Continuous,NA
Male_ySIRD,sbp,max,139.33333333,Continuous,NA
Male_ySIRD,sbp,freq,53,Continuous,NA
Male_ySIRD,sbp,missing,0,Continuous,NA
Male_ySIRD,dbp,mean,70.96855345913208,Continuous,NA
Male_ySIRD,dbp,sd,8.764917479577411,Continuous,NA
Male_ySIRD,dbp,median,70.666666667,Continuous,NA
Male_ySIRD,dbp,q25,65.5,Continuous,NA
Male_ySIRD,dbp,q75,77,Continuous,NA
Male_ySIRD,dbp,min,52,Continuous,NA
Male_ySIRD,dbp,max,90,Continuous,NA
Male_ySIRD,dbp,freq,53,Continuous,NA
Male_ySIRD,dbp,missing,0,Continuous,NA
Male_ySIRD,ldlc,mean,107.58490566037736,Continuous,NA
Male_ySIRD,ldlc,sd,35.72998846167877,Continuous,NA
Male_ySIRD,ldlc,median,106,Continuous,NA
Male_ySIRD,ldlc,q25,84,Continuous,NA
Male_ySIRD,ldlc,q75,129,Continuous,NA
Male_ySIRD,ldlc,min,45,Continuous,NA
Male_ySIRD,ldlc,max,206,Continuous,NA
Male_ySIRD,ldlc,freq,53,Continuous,NA
Male_ySIRD,ldlc,missing,0,Continuous,NA
Male_ySIRD,hdlc,mean,47.320754716981135,Continuous,NA
Male_ySIRD,hdlc,sd,9.08882150460253,Continuous,NA
Male_ySIRD,hdlc,median,47,Continuous,NA
Male_ySIRD,hdlc,q25,41,Continuous,NA
Male_ySIRD,hdlc,q75,51,Continuous,NA
Male_ySIRD,hdlc,min,27,Continuous,NA
Male_ySIRD,hdlc,max,72,Continuous,NA
Male_ySIRD,hdlc,freq,53,Continuous,NA
Male_ySIRD,hdlc,missing,0,Continuous,NA
Male_ySIRD,totalc,mean,175.8679245283019,Continuous,NA
Male_ySIRD,totalc,sd,43.45689187434842,Continuous,NA
Male_ySIRD,totalc,median,176,Continuous,NA
Male_ySIRD,totalc,q25,145,Continuous,NA
Male_ySIRD,totalc,q75,193,Continuous,NA
Male_ySIRD,totalc,min,109,Continuous,NA
Male_ySIRD,totalc,max,326,Continuous,NA
Male_ySIRD,totalc,freq,53,Continuous,NA
Male_ySIRD,totalc,missing,0,Continuous,NA
Male_ySIRD,insulinf,mean,21.346666666666668,Continuous,NA
Male_ySIRD,insulinf,sd,11.546481632741555,Continuous,NA
Male_ySIRD,insulinf,median,18.7,Continuous,NA
Male_ySIRD,insulinf,q25,12.7,Continuous,NA
Male_ySIRD,insulinf,q75,26.6,Continuous,NA
Male_ySIRD,insulinf,min,7,Continuous,NA
Male_ySIRD,insulinf,max,47.4,Continuous,NA
Male_ySIRD,insulinf,freq,15,Continuous,NA
Male_ySIRD,insulinf,missing,38,Continuous,NA
Male_ySIRD,tgl,mean,90.125,Continuous,NA
Male_ySIRD,tgl,sd,43.996780185221134,Continuous,NA
Male_ySIRD,tgl,median,70.5,Continuous,NA
Male_ySIRD,tgl,q25,57,Continuous,NA
Male_ySIRD,tgl,q75,121.5,Continuous,NA
Male_ySIRD,tgl,min,40,Continuous,NA
Male_ySIRD,tgl,max,162,Continuous,NA
Male_ySIRD,tgl,freq,16,Continuous,NA
Male_ySIRD,tgl,missing,37,Continuous,NA
Male_ySIRD,glucosef,mean,113.875,Continuous,NA
Male_ySIRD,glucosef,sd,30.987900864692335,Continuous,NA
Male_ySIRD,glucosef,median,104,Continuous,NA
Male_ySIRD,glucosef,q25,93,Continuous,NA
Male_ySIRD,glucosef,q75,122,Continuous,NA
Male_ySIRD,glucosef,min,74,Continuous,NA
Male_ySIRD,glucosef,max,192,Continuous,NA
Male_ySIRD,glucosef,freq,16,Continuous,NA
Male_ySIRD,glucosef,missing,37,Continuous,NA
Total,bmi,mean,34.553375156253125,Continuous,NA
Total,bmi,sd,6.463222834037052,Continuous,NA
Total,bmi,median,33.906100743,Continuous,NA
Total,bmi,q25,32,Continuous,NA
Total,bmi,q75,38,Continuous,NA
Total,bmi,min,16.404171149,Continuous,NA
Total,bmi,max,89.012019185,Continuous,NA
Total,bmi,freq,640,Continuous,NA
Total,bmi,missing,0,Continuous,NA
Total,hba1c,mean,6.44059375,Continuous,NA
Total,hba1c,sd,1.4506691426590779,Continuous,NA
Total,hba1c,median,6,Continuous,NA
Total,hba1c,q25,5.5,Continuous,NA
Total,hba1c,q75,6.8,Continuous,NA
Total,hba1c,min,4.3,Continuous,NA
Total,hba1c,max,12.8,Continuous,NA
Total,hba1c,freq,640,Continuous,NA
Total,hba1c,missing,0,Continuous,NA
Total,cpeptidef,mean,3.78130625,Continuous,NA
Total,cpeptidef,sd,1.834091170715373,Continuous,NA
Total,cpeptidef,median,3.5,Continuous,NA
Total,cpeptidef,q25,2.5549999999999997,Continuous,NA
Total,cpeptidef,q75,4.8,Continuous,NA
Total,cpeptidef,min,0.11,Continuous,NA
Total,cpeptidef,max,11.4,Continuous,NA
Total,cpeptidef,freq,640,Continuous,NA
Total,cpeptidef,missing,0,Continuous,NA
Total,sbp,mean,114.2696875001022,Continuous,NA
Total,sbp,sd,11.60201677113281,Continuous,NA
Total,sbp,median,113.5,Continuous,NA
Total,sbp,q25,106.66666667,Continuous,NA
Total,sbp,q75,121.33333333,Continuous,NA
Total,sbp,min,79.333333333,Continuous,NA
Total,sbp,max,156.5,Continuous,NA
Total,sbp,freq,640,Continuous,NA
Total,sbp,missing,0,Continuous,NA
Total,dbp,mean,69.04359374999343,Continuous,NA
Total,dbp,sd,9.7500148567718945,Continuous,NA
Total,dbp,median,68.666666667,Continuous,NA
Total,dbp,q25,62,Continuous,NA
Total,dbp,q75,75,Continuous,NA
Total,dbp,min,42,Continuous,NA
Total,dbp,max,107.33333333,Continuous,NA
Total,dbp,freq,640,Continuous,NA
Total,dbp,missing,0,Continuous,NA
Total,ldlc,mean,91.0846875,Continuous,NA
Total,ldlc,sd,28.233566686696047,Continuous,NA
Total,ldlc,median,88,Continuous,NA
Total,ldlc,q25,71,Continuous,NA
Total,ldlc,q75,108,Continuous,NA
Total,ldlc,min,23,Continuous,NA
Total,ldlc,max,231,Continuous,NA
Total,ldlc,freq,640,Continuous,NA
Total,ldlc,missing,0,Continuous,NA
Total,hdlc,mean,39.2109375,Continuous,NA
Total,hdlc,sd,9.171286367920807,Continuous,NA
Total,hdlc,median,38,Continuous,NA
Total,hdlc,q25,33,Continuous,NA
Total,hdlc,q75,44,Continuous,NA
Total,hdlc,min,15,Continuous,NA
Total,hdlc,max,75,Continuous,NA
Total,hdlc,freq,640,Continuous,NA
Total,hdlc,missing,0,Continuous,NA
Total,totalc,mean,155.1109350237718,Continuous,NA
Total,totalc,sd,36.24436977728974,Continuous,NA
Total,totalc,median,151,Continuous,NA
Total,totalc,q25,130,Continuous,NA
Total,totalc,q75,176.5,Continuous,NA
Total,totalc,min,54,Continuous,NA
Total,totalc,max,330,Continuous,NA
Total,totalc,freq,631,Continuous,NA
Total,totalc,missing,9,Continuous,NA
Total,insulinf,mean,30.14084084084084,Continuous,NA
Total,insulinf,sd,22.16447856671189,Continuous,NA
Total,insulinf,median,25.3,Continuous,NA
Total,insulinf,q25,17.2,Continuous,NA
Total,insulinf,q75,36.6,Continuous,NA
Total,insulinf,min,2.2,Continuous,NA
Total,insulinf,max,202.5,Continuous,NA
Total,insulinf,freq,333,Continuous,NA
Total,insulinf,missing,307,Continuous,NA
Total,tgl,mean,107.70326409495549,Continuous,NA
Total,tgl,sd,67.06185680491927,Continuous,NA
Total,tgl,median,89,Continuous,NA
Total,tgl,q25,64,Continuous,NA
Total,tgl,q75,130,Continuous,NA
Total,tgl,min,27,Continuous,NA
Total,tgl,max,541,Continuous,NA
Total,tgl,freq,337,Continuous,NA
Total,tgl,missing,303,Continuous,NA
Total,glucosef,mean,106.45994065281899,Continuous,NA
Total,glucosef,sd,21.345911647059875,Continuous,NA
Total,glucosef,median,101,Continuous,NA
Total,glucosef,q25,92,Continuous,NA
Total,glucosef,q75,116,Continuous,NA
Total,glucosef,min,70,Continuous,NA
Total,glucosef,max,214,Continuous,NA
Total,glucosef,freq,337,Continuous,NA
Total,glucosef,missing,303,Continuous,NA
Female_yMOD,female,proportion,100,Proportion,NA
Female_yMOD,female,freq,181,Proportion,NA
Female_yMOD,female,missing,0,Proportion,NA
Female_yMOD,insulin,proportion,8.333333333333332,Proportion,NA
Female_yMOD,insulin,freq,180,Proportion,NA
Female_yMOD,insulin,missing,1,Proportion,NA
Female_yMOD,metformin,proportion,90,Proportion,NA
Female_yMOD,metformin,freq,180,Proportion,NA
Female_yMOD,metformin,missing,1,Proportion,NA
Female_yMOD,dmfamilyhistory,proportion,76.79558011049724,Proportion,NA
Female_yMOD,dmfamilyhistory,freq,181,Proportion,NA
Female_yMOD,dmfamilyhistory,missing,0,Proportion,NA
Female_ySIDD,female,proportion,100,Proportion,NA
Female_ySIDD,female,freq,108,Proportion,NA
Female_ySIDD,female,missing,0,Proportion,NA
Female_ySIDD,insulin,proportion,26.851851851851855,Proportion,NA
Female_ySIDD,insulin,freq,108,Proportion,NA
Female_ySIDD,insulin,missing,0,Proportion,NA
Female_ySIDD,metformin,proportion,85.18518518518519,Proportion,NA
Female_ySIDD,metformin,freq,108,Proportion,NA
Female_ySIDD,metformin,missing,0,Proportion,NA
Female_ySIDD,dmfamilyhistory,proportion,66.66666666666666,Proportion,NA
Female_ySIDD,dmfamilyhistory,freq,108,Proportion,NA
Female_ySIDD,dmfamilyhistory,missing,0,Proportion,NA
Female_ySIRD,female,proportion,100,Proportion,NA
Female_ySIRD,female,freq,87,Proportion,NA
Female_ySIRD,female,missing,0,Proportion,NA
Female_ySIRD,insulin,proportion,41.37931034482759,Proportion,NA
Female_ySIRD,insulin,freq,87,Proportion,NA
Female_ySIRD,insulin,missing,0,Proportion,NA
Female_ySIRD,metformin,proportion,75.86206896551724,Proportion,NA
Female_ySIRD,metformin,freq,87,Proportion,NA
Female_ySIRD,metformin,missing,0,Proportion,NA
Female_ySIRD,dmfamilyhistory,proportion,64.36781609195403,Proportion,NA
Female_ySIRD,dmfamilyhistory,freq,87,Proportion,NA
Female_ySIRD,dmfamilyhistory,missing,0,Proportion,NA
Male_yMOD,female,proportion,0,Proportion,NA
Male_yMOD,female,freq,118,Proportion,NA
Male_yMOD,female,missing,0,Proportion,NA
Male_yMOD,insulin,proportion,14.40677966101695,Proportion,NA
Male_yMOD,insulin,freq,118,Proportion,NA
Male_yMOD,insulin,missing,0,Proportion,NA
Male_yMOD,metformin,proportion,92.37288135593221,Proportion,NA
Male_yMOD,metformin,freq,118,Proportion,NA
Male_yMOD,metformin,missing,0,Proportion,NA
Male_yMOD,dmfamilyhistory,proportion,79.66101694915254,Proportion,NA
Male_yMOD,dmfamilyhistory,freq,118,Proportion,NA
Male_yMOD,dmfamilyhistory,missing,0,Proportion,NA
Male_ySIDD,female,proportion,0,Proportion,NA
Male_ySIDD,female,freq,93,Proportion,NA
Male_ySIDD,female,missing,0,Proportion,NA
Male_ySIDD,insulin,proportion,18.478260869565215,Proportion,NA
Male_ySIDD,insulin,freq,92,Proportion,NA
Male_ySIDD,insulin,missing,1,Proportion,NA
Male_ySIDD,metformin,proportion,85.86956521739131,Proportion,NA
Male_ySIDD,metformin,freq,92,Proportion,NA
Male_ySIDD,metformin,missing,1,Proportion,NA
Male_ySIDD,dmfamilyhistory,proportion,66.66666666666666,Proportion,NA
Male_ySIDD,dmfamilyhistory,freq,93,Proportion,NA
Male_ySIDD,dmfamilyhistory,missing,0,Proportion,NA
Male_ySIRD,female,proportion,0,Proportion,NA
Male_ySIRD,female,freq,53,Proportion,NA
Male_ySIRD,female,missing,0,Proportion,NA
Male_ySIRD,insulin,proportion,37.735849056603776,Proportion,NA
Male_ySIRD,insulin,freq,53,Proportion,NA
Male_ySIRD,insulin,missing,0,Proportion,NA
Male_ySIRD,metformin,proportion,69.81132075471697,Proportion,NA
Male_ySIRD,metformin,freq,53,Proportion,NA
Male_ySIRD,metformin,missing,0,Proportion,NA
Male_ySIRD,dmfamilyhistory,proportion,67.9245283018868,Proportion,NA
Male_ySIRD,dmfamilyhistory,freq,53,Proportion,NA
Male_ySIRD,dmfamilyhistory,missing,0,Proportion,NA
Total,female,proportion,58.75,Proportion,NA
Total,female,freq,640,Proportion,NA
Total,female,missing,0,Proportion,NA
Total,insulin,proportion,21.003134796238246,Proportion,NA
Total,insulin,freq,638,Proportion,NA
Total,insulin,missing,2,Proportion,NA
Total,metformin,proportion,85.42319749216301,Proportion,NA
Total,metformin,freq,638,Proportion,NA
Total,metformin,missing,2,Proportion,NA
Total,dmfamilyhistory,proportion,71.71875,Proportion,NA
Total,dmfamilyhistory,freq,640,Proportion,NA
Total,dmfamilyhistory,missing,0,Proportion,NA
Female_yMOD,cluster,proportion,100,Grouped,yMOD
Female_yMOD,cluster,freq,181,Grouped,yMOD
Female_ySIDD,cluster,proportion,100,Grouped,ySIDD
Female_ySIDD,cluster,freq,108,Grouped,ySIDD
Female_ySIRD,cluster,proportion,100,Grouped,ySIRD
Female_ySIRD,cluster,freq,87,Grouped,ySIRD
Male_yMOD,cluster,proportion,100,Grouped,yMOD
Male_yMOD,cluster,freq,118,Grouped,yMOD
Male_ySIDD,cluster,proportion,100,Grouped,ySIDD
Male_ySIDD,cluster,freq,93,Grouped,ySIDD
Male_ySIRD,cluster,proportion,100,Grouped,ySIRD
Male_ySIRD,cluster,freq,53,Grouped,ySIRD
Total,cluster,proportion,46.71875,Grouped,yMOD
Total,cluster,freq,299,Grouped,yMOD
Total,cluster,proportion,31.40625,Grouped,ySIDD
Total,cluster,freq,201,Grouped,ySIDD
Total,cluster,proportion,21.875,Grouped,ySIRD
Total,cluster,freq,140,Grouped,ySIRD
Female_yMOD,study,proportion,29.834254143646408,Grouped,SEARCH
Female_yMOD,study,freq,54,Grouped,SEARCH
Female_yMOD,study,proportion,70.1657458563536,Grouped,TODAY
Female_yMOD,study,freq,127,Grouped,TODAY
Female_ySIDD,study,proportion,56.48148148148148,Grouped,SEARCH
Female_ySIDD,study,freq,61,Grouped,SEARCH
Female_ySIDD,study,proportion,43.51851851851852,Grouped,TODAY
Female_ySIDD,study,freq,47,Grouped,TODAY
Female_ySIRD,study,proportion,66.66666666666667,Grouped,SEARCH
Female_ySIRD,study,freq,58,Grouped,SEARCH
Female_ySIRD,study,proportion,33.333333333333336,Grouped,TODAY
Female_ySIRD,study,freq,29,Grouped,TODAY
Male_yMOD,study,proportion,29.661016949152543,Grouped,SEARCH
Male_yMOD,study,freq,35,Grouped,SEARCH
Male_yMOD,study,proportion,70.33898305084746,Grouped,TODAY
Male_yMOD,study,freq,83,Grouped,TODAY
Male_ySIDD,study,proportion,62.365591397849464,Grouped,SEARCH
Male_ySIDD,study,freq,58,Grouped,SEARCH
Male_ySIDD,study,proportion,37.634408602150536,Grouped,TODAY
Male_ySIDD,study,freq,35,Grouped,TODAY
Male_ySIRD,study,proportion,69.81132075471699,Grouped,SEARCH
Male_ySIRD,study,freq,37,Grouped,SEARCH
Male_ySIRD,study,proportion,30.18867924528302,Grouped,TODAY
Male_ySIRD,study,freq,16,Grouped,TODAY
Total,study,proportion,47.34375,Grouped,SEARCH
Total,study,freq,303,Grouped,SEARCH
Total,study,proportion,52.65625,Grouped,TODAY
Total,study,freq,337,Grouped,TODAY
Female_yMOD,dmduration_category,proportion,100,Grouped,<=5 months
Female_yMOD,dmduration_category,freq,181,Grouped,<=5 months
Female_ySIDD,dmduration_category,proportion,100,Grouped,<=5 months
Female_ySIDD,dmduration_category,freq,108,Grouped,<=5 months
Female_ySIRD,dmduration_category,proportion,100,Grouped,<=5 months
Female_ySIRD,dmduration_category,freq,87,Grouped,<=5 months
Male_yMOD,dmduration_category,proportion,100,Grouped,<=5 months
Male_yMOD,dmduration_category,freq,118,Grouped,<=5 months
Male_ySIDD,dmduration_category,proportion,100,Grouped,<=5 months
Male_ySIDD,dmduration_category,freq,93,Grouped,<=5 months
Male_ySIRD,dmduration_category,proportion,100,Grouped,<=5 months
Male_ySIRD,dmduration_category,freq,53,Grouped,<=5 months
Total,dmduration_category,proportion,100,Grouped,<=5 months
Total,dmduration_category,freq,640,Grouped,<=5 months
Female_yMOD,age_category,proportion,18.23204419889503,Grouped,14-15
Female_yMOD,age_category,freq,33,Grouped,14-15
Female_yMOD,age_category,proportion,50.27624309392265,Grouped,<=13
Female_yMOD,age_category,freq,91,Grouped,<=13
Female_yMOD,age_category,proportion,31.49171270718232,Grouped,>15
Female_yMOD,age_category,freq,57,Grouped,>15
Female_ySIDD,age_category,proportion,19.444444444444443,Grouped,14-15
Female_ySIDD,age_category,freq,21,Grouped,14-15
Female_ySIDD,age_category,proportion,44.44444444444444,Grouped,<=13
Female_ySIDD,age_category,freq,48,Grouped,<=13
Female_ySIDD,age_category,proportion,36.111111111111114,Grouped,>15
Female_ySIDD,age_category,freq,39,Grouped,>15
Female_ySIRD,age_category,proportion,25.28735632183908,Grouped,14-15
Female_ySIRD,age_category,freq,22,Grouped,14-15
Female_ySIRD,age_category,proportion,39.08045977011494,Grouped,<=13
Female_ySIRD,age_category,freq,34,Grouped,<=13
Female_ySIRD,age_category,proportion,35.632183908045974,Grouped,>15
Female_ySIRD,age_category,freq,31,Grouped,>15
Male_yMOD,age_category,proportion,27.966101694915253,Grouped,14-15
Male_yMOD,age_category,freq,33,Grouped,14-15
Male_yMOD,age_category,proportion,22.033898305084747,Grouped,<=13
Male_yMOD,age_category,freq,26,Grouped,<=13
Male_yMOD,age_category,proportion,50,Grouped,>15
Male_yMOD,age_category,freq,59,Grouped,>15
Male_ySIDD,age_category,proportion,21.50537634408602,Grouped,14-15
Male_ySIDD,age_category,freq,20,Grouped,14-15
Male_ySIDD,age_category,proportion,26.881720430107528,Grouped,<=13
Male_ySIDD,age_category,freq,25,Grouped,<=13
Male_ySIDD,age_category,proportion,51.61290322580645,Grouped,>15
Male_ySIDD,age_category,freq,48,Grouped,>15
Male_ySIRD,age_category,proportion,18.867924528301888,Grouped,14-15
Male_ySIRD,age_category,freq,10,Grouped,14-15
Male_ySIRD,age_category,proportion,35.84905660377358,Grouped,<=13
Male_ySIRD,age_category,freq,19,Grouped,<=13
Male_ySIRD,age_category,proportion,45.283018867924525,Grouped,>15
Male_ySIRD,age_category,freq,24,Grouped,>15
Total,age_category,proportion,21.71875,Grouped,14-15
Total,age_category,freq,139,Grouped,14-15
Total,age_category,proportion,37.96875,Grouped,<=13
Total,age_category,freq,243,Grouped,<=13
Total,age_category,proportion,40.3125,Grouped,>15
Total,age_category,freq,258,Grouped,>15
Female_yMOD,race_eth,proportion,41.988950276243095,Grouped,Hispanic
Female_yMOD,race_eth,freq,76,Grouped,Hispanic
Female_yMOD,race_eth,proportion,28.176795580110497,Grouped,NH Black
Female_yMOD,race_eth,freq,51,Grouped,NH Black
Female_yMOD,race_eth,proportion,9.94475138121547,Grouped,NH Other
Female_yMOD,race_eth,freq,18,Grouped,NH Other
Female_yMOD,race_eth,proportion,19.88950276243094,Grouped,NH White
Female_yMOD,race_eth,freq,36,Grouped,NH White
Female_ySIDD,race_eth,proportion,24.074074074074073,Grouped,Hispanic
Female_ySIDD,race_eth,freq,26,Grouped,Hispanic
Female_ySIDD,race_eth,proportion,40.74074074074074,Grouped,NH Black
Female_ySIDD,race_eth,freq,44,Grouped,NH Black
Female_ySIDD,race_eth,proportion,7.407407407407407,Grouped,NH Other
Female_ySIDD,race_eth,freq,8,Grouped,NH Other
Female_ySIDD,race_eth,proportion,27.77777777777778,Grouped,NH White
Female_ySIDD,race_eth,freq,30,Grouped,NH White
Female_ySIRD,race_eth,proportion,31.03448275862069,Grouped,Hispanic
Female_ySIRD,race_eth,freq,27,Grouped,Hispanic
Female_ySIRD,race_eth,proportion,43.67816091954023,Grouped,NH Black
Female_ySIRD,race_eth,freq,38,Grouped,NH Black
Female_ySIRD,race_eth,proportion,6.896551724137931,Grouped,NH Other
Female_ySIRD,race_eth,freq,6,Grouped,NH Other
Female_ySIRD,race_eth,proportion,18.39080459770115,Grouped,NH White
Female_ySIRD,race_eth,freq,16,Grouped,NH White
Male_yMOD,race_eth,proportion,33.898305084745765,Grouped,Hispanic
Male_yMOD,race_eth,freq,40,Grouped,Hispanic
Male_yMOD,race_eth,proportion,21.1864406779661,Grouped,NH Black
Male_yMOD,race_eth,freq,25,Grouped,NH Black
Male_yMOD,race_eth,proportion,8.474576271186441,Grouped,NH Other
Male_yMOD,race_eth,freq,10,Grouped,NH Other
Male_yMOD,race_eth,proportion,36.440677966101696,Grouped,NH White
Male_yMOD,race_eth,freq,43,Grouped,NH White
Male_ySIDD,race_eth,proportion,29.032258064516128,Grouped,Hispanic
Male_ySIDD,race_eth,freq,27,Grouped,Hispanic
Male_ySIDD,race_eth,proportion,35.483870967741936,Grouped,NH Black
Male_ySIDD,race_eth,freq,33,Grouped,NH Black
Male_ySIDD,race_eth,proportion,12.903225806451612,Grouped,NH Other
Male_ySIDD,race_eth,freq,12,Grouped,NH Other
Male_ySIDD,race_eth,proportion,22.580645161290324,Grouped,NH White
Male_ySIDD,race_eth,freq,21,Grouped,NH White
Male_ySIRD,race_eth,proportion,35.84905660377358,Grouped,Hispanic
Male_ySIRD,race_eth,freq,19,Grouped,Hispanic
Male_ySIRD,race_eth,proportion,33.9622641509434,Grouped,NH Black
Male_ySIRD,race_eth,freq,18,Grouped,NH Black
Male_ySIRD,race_eth,proportion,7.547169811320755,Grouped,NH Other
Male_ySIRD,race_eth,freq,4,Grouped,NH Other
Male_ySIRD,race_eth,proportion,22.641509433962263,Grouped,NH White
Male_ySIRD,race_eth,freq,12,Grouped,NH White
Total,race_eth,proportion,33.59375,Grouped,Hispanic
Total,race_eth,freq,215,Grouped,Hispanic
Total,race_eth,proportion,32.65625,Grouped,NH Black
Total,race_eth,freq,209,Grouped,NH Black
Total,race_eth,proportion,9.0625,Grouped,NH Other
Total,race_eth,freq,58,Grouped,NH Other
Total,race_eth,proportion,24.6875,Grouped,NH White
Total,race_eth,freq,158,Grouped,NH White
Female_yMOD,bmipct,proportion,52.48618784530387,Grouped,<98.5
Female_yMOD,bmipct,freq,95,Grouped,<98.5
Female_yMOD,bmipct,proportion,47.51381215469613,Grouped,>=98.5
Female_yMOD,bmipct,freq,86,Grouped,>=98.5
Female_ySIDD,bmipct,proportion,15.74074074074074,Grouped,<98.5
Female_ySIDD,bmipct,freq,17,Grouped,<98.5
Female_ySIDD,bmipct,proportion,84.25925925925925,Grouped,>=98.5
Female_ySIDD,bmipct,freq,91,Grouped,>=98.5
Female_ySIRD,bmipct,proportion,78.16091954022988,Grouped,<98.5
Female_ySIRD,bmipct,freq,68,Grouped,<98.5
Female_ySIRD,bmipct,proportion,21.839080459770116,Grouped,>=98.5
Female_ySIRD,bmipct,freq,19,Grouped,>=98.5
Male_yMOD,bmipct,proportion,44.91525423728814,Grouped,<98.5
Male_yMOD,bmipct,freq,53,Grouped,<98.5
Male_yMOD,bmipct,proportion,55.08474576271186,Grouped,>=98.5
Male_yMOD,bmipct,freq,65,Grouped,>=98.5
Male_ySIDD,bmipct,proportion,6.451612903225806,Grouped,<98.5
Male_ySIDD,bmipct,freq,6,Grouped,<98.5
Male_ySIDD,bmipct,proportion,93.54838709677419,Grouped,>=98.5
Male_ySIDD,bmipct,freq,87,Grouped,>=98.5
Male_ySIRD,bmipct,proportion,58.490566037735846,Grouped,<98.5
Male_ySIRD,bmipct,freq,31,Grouped,<98.5
Male_ySIRD,bmipct,proportion,41.509433962264154,Grouped,>=98.5
Male_ySIRD,bmipct,freq,22,Grouped,>=98.5
Total,bmipct,proportion,42.1875,Grouped,<98.5
Total,bmipct,freq,270,Grouped,<98.5
Total,bmipct,proportion,57.8125,Grouped,>=98.5
Total,bmipct,freq,370,Grouped,>=98.5
