study_sex,variable,est,value,type,group
Total,study,freq,337,Grouped,TODAY
Female_search,dmduration_category,proportion,100,Grouped,<=5 months
Female_search,dmduration_category,freq,173,Grouped,<=5 months
Female_today,dmduration_category,proportion,100,Grouped,<=5 months
Female_today,dmduration_category,freq,203,Grouped,<=5 months
Male_search,dmduration_category,proportion,100,Grouped,<=5 months
Male_search,dmduration_category,freq,130,Grouped,<=5 months
Male_today,dmduration_category,proportion,100,Grouped,<=5 months
Male_today,dmduration_category,freq,134,Grouped,<=5 months
Total,dmduration_category,proportion,100,Grouped,<=5 months
Total,dmduration_category,freq,640,Grouped,<=5 months
Female_search,age_category,proportion,12.716763005780347,Grouped,14-15
Female_search,age_category,freq,22,Grouped,14-15
Female_search,age_category,proportion,42.774566473988436,Grouped,<=13
Female_search,age_category,freq,74,Grouped,<=13
Female_search,age_category,proportion,44.50867052023121,Grouped,>15
Female_search,age_category,freq,77,Grouped,>15
Female_today,age_category,proportion,26.600985221674875,Grouped,14-15
Female_today,age_category,freq,54,Grouped,14-15
Female_today,age_category,proportion,48.76847290640394,Grouped,<=13
Female_today,age_category,freq,99,Grouped,<=13
Female_today,age_category,proportion,24.63054187192118,Grouped,>15
Female_today,age_category,freq,50,Grouped,>15
Male_search,age_category,proportion,10.76923076923077,Grouped,14-15
Male_search,age_category,freq,14,Grouped,14-15
Male_search,age_category,proportion,24.615384615384617,Grouped,<=13
Male_search,age_category,freq,32,Grouped,<=13
Male_search,age_category,proportion,64.61538461538461,Grouped,>15
Male_search,age_category,freq,84,Grouped,>15
Male_today,age_category,proportion,36.56716417910448,Grouped,14-15
Male_today,age_category,freq,49,Grouped,14-15
Male_today,age_category,proportion,28.35820895522388,Grouped,<=13
Male_today,age_category,freq,38,Grouped,<=13
Male_today,age_category,proportion,35.07462686567164,Grouped,>15
Male_today,age_category,freq,47,Grouped,>15
Total,age_category,proportion,21.71875,Grouped,14-15
Total,age_category,freq,139,Grouped,14-15
Total,age_category,proportion,37.96875,Grouped,<=13
Total,age_category,freq,243,Grouped,<=13
Total,age_category,proportion,40.3125,Grouped,>15
Total,age_category,freq,258,Grouped,>15
Female_search,race_eth,proportion,25.433526011560694,Grouped,Hispanic
Female_search,race_eth,freq,44,Grouped,Hispanic
Female_search,race_eth,proportion,42.774566473988436,Grouped,NH Black
Female_search,race_eth,freq,74,Grouped,NH Black
Female_search,race_eth,proportion,6.936416184971098,Grouped,NH Other
Female_search,race_eth,freq,12,Grouped,NH Other
Female_search,race_eth,proportion,24.85549132947977,Grouped,NH White
Female_search,race_eth,freq,43,Grouped,NH White
Female_today,race_eth,proportion,41.87192118226601,Grouped,Hispanic
Female_today,race_eth,freq,85,Grouped,Hispanic
Female_today,race_eth,proportion,29.064039408866996,Grouped,NH Black
Female_today,race_eth,freq,59,Grouped,NH Black
Female_today,race_eth,proportion,9.852216748768473,Grouped,NH Other
Female_today,race_eth,freq,20,Grouped,NH Other
Female_today,race_eth,proportion,19.211822660098523,Grouped,NH White
Female_today,race_eth,freq,39,Grouped,NH White
Male_search,race_eth,proportion,23.076923076923077,Grouped,Hispanic
Male_search,race_eth,freq,30,Grouped,Hispanic
Male_search,race_eth,proportion,32.30769230769231,Grouped,NH Black
Male_search,race_eth,freq,42,Grouped,NH Black
Male_search,race_eth,proportion,13.076923076923077,Grouped,NH Other
Male_search,race_eth,freq,17,Grouped,NH Other
Male_search,race_eth,proportion,31.53846153846154,Grouped,NH White
Male_search,race_eth,freq,41,Grouped,NH White
Male_today,race_eth,proportion,41.791044776119406,Grouped,Hispanic
Male_today,race_eth,freq,56,Grouped,Hispanic
Male_today,race_eth,proportion,25.37313432835821,Grouped,NH Black
Male_today,race_eth,freq,34,Grouped,NH Black
Male_today,race_eth,proportion,6.7164179104477615,Grouped,NH Other
Male_today,race_eth,freq,9,Grouped,NH Other
Male_today,race_eth,proportion,26.119402985074625,Grouped,NH White
Male_today,race_eth,freq,35,Grouped,NH White
Total,race_eth,proportion,33.59375,Grouped,Hispanic
Total,race_eth,freq,215,Grouped,Hispanic
Total,race_eth,proportion,32.65625,Grouped,NH Black
Total,race_eth,freq,209,Grouped,NH Black
Total,race_eth,proportion,9.0625,Grouped,NH Other
Total,race_eth,freq,58,Grouped,NH Other
Total,race_eth,proportion,24.6875,Grouped,NH White
Total,race_eth,freq,158,Grouped,NH White
Female_search,bmipct,proportion,50.28901734104046,Grouped,<98.5
Female_search,bmipct,freq,87,Grouped,<98.5
Female_search,bmipct,proportion,49.71098265895954,Grouped,>=98.5
Female_search,bmipct,freq,86,Grouped,>=98.5
Female_today,bmipct,proportion,45.8128078817734,Grouped,<98.5
Female_today,bmipct,freq,93,Grouped,<98.5
Female_today,bmipct,proportion,54.1871921182266,Grouped,>=98.5
Female_today,bmipct,freq,110,Grouped,>=98.5
Male_search,bmipct,proportion,30.76923076923077,Grouped,<98.5
Male_search,bmipct,freq,40,Grouped,<98.5
Male_search,bmipct,proportion,69.23076923076923,Grouped,>=98.5
Male_search,bmipct,freq,90,Grouped,>=98.5
Male_today,bmipct,proportion,37.3134328358209,Grouped,<98.5
Male_today,bmipct,freq,50,Grouped,<98.5
Male_today,bmipct,proportion,62.6865671641791,Grouped,>=98.5
Male_today,bmipct,freq,84,Grouped,>=98.5
Total,bmipct,proportion,42.1875,Grouped,<98.5
Total,bmipct,freq,270,Grouped,<98.5
Total,bmipct,proportion,57.8125,Grouped,>=98.5
Total,bmipct,freq,370,Grouped,>=98.5
