sex_cluster,variable,est,value,type,group
Male_ySIRD,bmi,mean,38.41546681121429,Continuous,NA
Male_ySIRD,bmi,sd,7.14777362334721,Continuous,NA
Male_ySIRD,bmi,median,38,Continuous,NA
Male_ySIRD,bmi,q25,34.8963147315,Continuous,NA
Male_ySIRD,bmi,q75,39.45164381125,Continuous,NA
Male_ySIRD,bmi,min,26.765297466,Continuous,NA
Male_ySIRD,bmi,max,89.012019185,Continuous,NA
Male_ySIRD,bmi,freq,98,Continuous,NA
Male_ySIRD,bmi,missing,0,Continuous,NA
Male_ySIRD,hba1c,mean,6.959183673469388,Continuous,NA
Male_ySIRD,hba1c,sd,1.7108409178905661,Continuous,NA
Male_ySIRD,hba1c,median,6.35,Continuous,NA
Male_ySIRD,hba1c,q25,5.9,Continuous,NA
Male_ySIRD,hba1c,q75,7.5,Continuous,NA
Male_ySIRD,hba1c,min,4.9,Continuous,NA
Male_ySIRD,hba1c,max,12.6,Continuous,NA
Male_ySIRD,hba1c,freq,98,Continuous,NA
Male_ySIRD,hba1c,missing,0,Continuous,NA
Male_ySIRD,cpeptidef,mean,4.968673469387755,Continuous,NA
Male_ySIRD,cpeptidef,sd,2.0215971218831896,Continuous,NA
Male_ySIRD,cpeptidef,median,4.6,Continuous,NA
Male_ySIRD,cpeptidef,q25,3.6625,Continuous,NA
Male_ySIRD,cpeptidef,q75,6.0525,Continuous,NA
Male_ySIRD,cpeptidef,min,0.7,Continuous,NA
Male_ySIRD,cpeptidef,max,11.4,Continuous,NA
Male_ySIRD,cpeptidef,freq,98,Continuous,NA
Male_ySIRD,cpeptidef,missing,0,Continuous,NA
Male_ySIRD,sbp,mean,125.44217687071429,Continuous,NA
Male_ySIRD,sbp,sd,8.69665384604121,Continuous,NA
Male_ySIRD,sbp,median,125.75,Continuous,NA
Male_ySIRD,sbp,q25,119.4999999975,Continuous,NA
Male_ySIRD,sbp,q75,128.9166666675,Continuous,NA
Male_ySIRD,sbp,min,100,Continuous,NA
Male_ySIRD,sbp,max,148.66666667,Continuous,NA
Male_ySIRD,sbp,freq,98,Continuous,NA
Male_ySIRD,sbp,missing,0,Continuous,NA
Male_ySIRD,dbp,mean,75.69727891151021,Continuous,NA
Male_ySIRD,dbp,sd,9.077600635433859,Continuous,NA
Male_ySIRD,dbp,median,75.5,Continuous,NA
Male_ySIRD,dbp,q25,69.37499999975,Continuous,NA
Male_ySIRD,dbp,q75,80.50000000025,Continuous,NA
Male_ySIRD,dbp,min,55.333333333,Continuous,NA
Male_ySIRD,dbp,max,107.33333333,Continuous,NA
Male_ySIRD,dbp,freq,98,Continuous,NA
Male_ySIRD,dbp,missing,0,Continuous,NA
Male_ySIRD,ldlc,mean,93.99795918367347,Continuous,NA
Male_ySIRD,ldlc,sd,26.19458502156362,Continuous,NA
Male_ySIRD,ldlc,median,93.5,Continuous,NA
Male_ySIRD,ldlc,q25,74.5,Continuous,NA
Male_ySIRD,ldlc,q75,111,Continuous,NA
Male_ySIRD,ldlc,min,23,Continuous,NA
Male_ySIRD,ldlc,max,161,Continuous,NA
Male_ySIRD,ldlc,freq,98,Continuous,NA
Male_ySIRD,ldlc,missing,0,Continuous,NA
Male_ySIRD,hdlc,mean,33.92448979591837,Continuous,NA
Male_ySIRD,hdlc,sd,7.855526142412207,Continuous,NA
Male_ySIRD,hdlc,median,33.5,Continuous,NA
Male_ySIRD,hdlc,q25,28,Continuous,NA
Male_ySIRD,hdlc,q75,38.75,Continuous,NA
Male_ySIRD,hdlc,min,15,Continuous,NA
Male_ySIRD,hdlc,max,57,Continuous,NA
Male_ySIRD,hdlc,freq,98,Continuous,NA
Male_ySIRD,hdlc,missing,0,Continuous,NA
Male_ySIRD,totalc,mean,160.65263157894736,Continuous,NA
Male_ySIRD,totalc,sd,34.49198748184755,Continuous,NA
Male_ySIRD,totalc,median,160,Continuous,NA
Male_ySIRD,totalc,q25,138,Continuous,NA
Male_ySIRD,totalc,q75,182.5,Continuous,NA
Male_ySIRD,totalc,min,54,Continuous,NA
Male_ySIRD,totalc,max,263,Continuous,NA
Male_ySIRD,totalc,freq,95,Continuous,NA
Male_ySIRD,totalc,missing,3,Continuous,NA
Male_ySIRD,insulinf,mean,43.73157894736842,Continuous,NA
Male_ySIRD,insulinf,sd,33.81069001960337,Continuous,NA
Male_ySIRD,insulinf,median,35.6,Continuous,NA
Male_ySIRD,insulinf,q25,26.900000000000002,Continuous,NA
Male_ySIRD,insulinf,q75,47.99999999999999,Continuous,NA
Male_ySIRD,insulinf,min,8,Continuous,NA
Male_ySIRD,insulinf,max,202.5,Continuous,NA
Male_ySIRD,insulinf,freq,38,Continuous,NA
Male_ySIRD,insulinf,missing,60,Continuous,NA
Male_ySIRD,tgl,mean,139.94871794871796,Continuous,NA
Male_ySIRD,tgl,sd,98.91967733521255,Continuous,NA
Male_ySIRD,tgl,median,117,Continuous,NA
Male_ySIRD,tgl,q25,69.5,Continuous,NA
Male_ySIRD,tgl,q75,180,Continuous,NA
Male_ySIRD,tgl,min,34,Continuous,NA
Male_ySIRD,tgl,max,541,Continuous,NA
Male_ySIRD,tgl,freq,39,Continuous,NA
Male_ySIRD,tgl,missing,59,Continuous,NA
Male_ySIRD,glucosef,mean,113.6923076923077,Continuous,NA
Male_ySIRD,glucosef,sd,25.621900424763933,Continuous,NA
Male_ySIRD,glucosef,median,106,Continuous,NA
Male_ySIRD,glucosef,q25,96.5,Continuous,NA
Male_ySIRD,glucosef,q75,125.5,Continuous,NA
Male_ySIRD,glucosef,min,74,Continuous,NA
Male_ySIRD,glucosef,max,192,Continuous,NA
Male_ySIRD,glucosef,freq,39,Continuous,NA
Male_ySIRD,glucosef,missing,59,Continuous,NA
Total,bmi,mean,34.453950187666145,Continuous,NA
Total,bmi,sd,6.529149401619285,Continuous,NA
Total,bmi,median,33.7837,Continuous,NA
Total,bmi,q25,32,Continuous,NA
Total,bmi,q75,38,Continuous,NA
Total,bmi,min,16.192858663,Continuous,NA
Total,bmi,max,89.012019185,Continuous,NA
Total,bmi,freq,641,Continuous,NA
Total,bmi,missing,0,Continuous,NA
Total,hba1c,mean,6.554539781591264,Continuous,NA
Total,hba1c,sd,1.5897439304587948,Continuous,NA
Total,hba1c,median,6.1,Continuous,NA
Total,hba1c,q25,5.6,Continuous,NA
Total,hba1c,q75,7,Continuous,NA
Total,hba1c,min,4.3,Continuous,NA
Total,hba1c,max,15,Continuous,NA
Total,hba1c,freq,641,Continuous,NA
Total,hba1c,missing,0,Continuous,NA
Total,cpeptidef,mean,3.7594383775351012,Continuous,NA
Total,cpeptidef,sd,1.849248025303086,Continuous,NA
Total,cpeptidef,median,3.5,Continuous,NA
Total,cpeptidef,q25,2.54,Continuous,NA
Total,cpeptidef,q75,4.778,Continuous,NA
Total,cpeptidef,min,0.05,Continuous,NA
Total,cpeptidef,max,11.4,Continuous,NA
Total,cpeptidef,freq,641,Continuous,NA
Total,cpeptidef,missing,0,Continuous,NA
Total,sbp,mean,114.18855954244961,Continuous,NA
Total,sbp,sd,11.567626978465876,Continuous,NA
Total,sbp,median,113.5,Continuous,NA
Total,sbp,q25,106.5,Continuous,NA
Total,sbp,q75,121.33333333,Continuous,NA
Total,sbp,min,84.666666667,Continuous,NA
Total,sbp,max,156.5,Continuous,NA
Total,sbp,freq,641,Continuous,NA
Total,sbp,missing,0,Continuous,NA
Total,dbp,mean,68.7917316692624,Continuous,NA
Total,dbp,sd,9.713622804368132,Continuous,NA
Total,dbp,median,68.5,Continuous,NA
Total,dbp,q25,62,Continuous,NA
Total,dbp,q75,74.666666667,Continuous,NA
Total,dbp,min,42,Continuous,NA
Total,dbp,max,107.33333333,Continuous,NA
Total,dbp,freq,641,Continuous,NA
Total,dbp,missing,0,Continuous,NA
Total,ldlc,mean,90.72823712948518,Continuous,NA
Total,ldlc,sd,27.938885841129775,Continuous,NA
Total,ldlc,median,88,Continuous,NA
Total,ldlc,q25,71,Continuous,NA
Total,ldlc,q75,108,Continuous,NA
Total,ldlc,min,23,Continuous,NA
Total,ldlc,max,231,Continuous,NA
Total,ldlc,freq,641,Continuous,NA
Total,ldlc,missing,0,Continuous,NA
Total,hdlc,mean,39.22121684867395,Continuous,NA
Total,hdlc,sd,9.160147331891867,Continuous,NA
Total,hdlc,median,38,Continuous,NA
Total,hdlc,q25,33,Continuous,NA
Total,hdlc,q75,45,Continuous,NA
Total,hdlc,min,13,Continuous,NA
Total,hdlc,max,75,Continuous,NA
Total,hdlc,freq,641,Continuous,NA
Total,hdlc,missing,0,Continuous,NA
Total,totalc,mean,154.8394863563403,Continuous,NA
Total,totalc,sd,36.12331391353615,Continuous,NA
Total,totalc,median,151,Continuous,NA
Total,totalc,q25,130,Continuous,NA
Total,totalc,q75,175,Continuous,NA
Total,totalc,min,54,Continuous,NA
Total,totalc,max,330,Continuous,NA
Total,totalc,freq,623,Continuous,NA
Total,totalc,missing,18,Continuous,NA
Total,insulinf,mean,30.14084084084084,Continuous,NA
Total,insulinf,sd,22.16447856671189,Continuous,NA
Total,insulinf,median,25.3,Continuous,NA
Total,insulinf,q25,17.2,Continuous,NA
Total,insulinf,q75,36.6,Continuous,NA
Total,insulinf,min,2.2,Continuous,NA
Total,insulinf,max,202.5,Continuous,NA
Total,insulinf,freq,333,Continuous,NA
Total,insulinf,missing,308,Continuous,NA
Total,tgl,mean,107.70326409495549,Continuous,NA
Total,tgl,sd,67.06185680491927,Continuous,NA
Total,tgl,median,89,Continuous,NA
Total,tgl,q25,64,Continuous,NA
Total,tgl,q75,130,Continuous,NA
Total,tgl,min,27,Continuous,NA
Total,tgl,max,541,Continuous,NA
Total,tgl,freq,337,Continuous,NA
Total,tgl,missing,304,Continuous,NA
Total,glucosef,mean,106.45994065281899,Continuous,NA
Total,glucosef,sd,21.345911647059875,Continuous,NA
Total,glucosef,median,101,Continuous,NA
Total,glucosef,q25,92,Continuous,NA
Total,glucosef,q75,116,Continuous,NA
Total,glucosef,min,70,Continuous,NA
Total,glucosef,max,214,Continuous,NA
Total,glucosef,freq,337,Continuous,NA
Total,glucosef,missing,304,Continuous,NA
Female_yMOD,female,proportion,100,Proportion,NA
Female_yMOD,female,freq,189,Proportion,NA
Female_yMOD,female,missing,0,Proportion,NA
Female_yMOD,insulin,proportion,10.052910052910052,Proportion,NA
Female_yMOD,insulin,freq,189,Proportion,NA
Female_yMOD,insulin,missing,0,Proportion,NA
Female_yMOD,metformin,proportion,91.53439153439153,Proportion,NA
Female_yMOD,metformin,freq,189,Proportion,NA
Female_yMOD,metformin,missing,0,Proportion,NA
Female_ySIDD,female,proportion,100,Proportion,NA
Female_ySIDD,female,freq,72,Proportion,NA
Female_ySIDD,female,missing,0,Proportion,NA
Female_ySIDD,insulin,proportion,51.388888888888886,Proportion,NA
Female_ySIDD,insulin,freq,72,Proportion,NA
Female_ySIDD,insulin,missing,0,Proportion,NA
Female_ySIDD,metformin,proportion,65.27777777777779,Proportion,NA
Female_ySIDD,metformin,freq,72,Proportion,NA
Female_ySIDD,metformin,missing,0,Proportion,NA
Female_ySIRD,female,proportion,100,Proportion,NA
Female_ySIRD,female,freq,112,Proportion,NA
Female_ySIRD,female,missing,0,Proportion,NA
Female_ySIRD,insulin,proportion,27.67857142857143,Proportion,NA
Female_ySIRD,insulin,freq,112,Proportion,NA
Female_ySIRD,insulin,missing,0,Proportion,NA
Female_ySIRD,metformin,proportion,85.71428571428571,Proportion,NA
Female_ySIRD,metformin,freq,112,Proportion,NA
Female_ySIRD,metformin,missing,0,Proportion,NA
Male_yMOD,female,proportion,0,Proportion,NA
Male_yMOD,female,freq,122,Proportion,NA
Male_yMOD,female,missing,0,Proportion,NA
Male_yMOD,insulin,proportion,14.87603305785124,Proportion,NA
Male_yMOD,insulin,freq,121,Proportion,NA
Male_yMOD,insulin,missing,1,Proportion,NA
Male_yMOD,metformin,proportion,89.25619834710744,Proportion,NA
Male_yMOD,metformin,freq,121,Proportion,NA
Male_yMOD,metformin,missing,1,Proportion,NA
Male_ySIDD,female,proportion,0,Proportion,NA
Male_ySIDD,female,freq,48,Proportion,NA
Male_ySIDD,female,missing,0,Proportion,NA
Male_ySIDD,insulin,proportion,66.66666666666666,Proportion,NA
Male_ySIDD,insulin,freq,48,Proportion,NA
Male_ySIDD,insulin,missing,0,Proportion,NA
Male_ySIDD,metformin,proportion,39.58333333333333,Proportion,NA
Male_ySIDD,metformin,freq,48,Proportion,NA
Male_ySIDD,metformin,missing,0,Proportion,NA
Male_ySIRD,female,proportion,0,Proportion,NA
Male_ySIRD,female,freq,98,Proportion,NA
Male_ySIRD,female,missing,0,Proportion,NA
Male_ySIRD,insulin,proportion,21.649484536082475,Proportion,NA
Male_ySIRD,insulin,freq,97,Proportion,NA
Male_ySIRD,insulin,missing,1,Proportion,NA
Male_ySIRD,metformin,proportion,85.56701030927834,Proportion,NA
Male_ySIRD,metformin,freq,97,Proportion,NA
Male_ySIRD,metformin,missing,1,Proportion,NA
Total,female,proportion,58.19032761310452,Proportion,NA
Total,female,freq,641,Proportion,NA
Total,female,missing,0,Proportion,NA
Total,insulin,proportion,24.726134585289515,Proportion,NA
Total,insulin,freq,639,Proportion,NA
Total,insulin,missing,2,Proportion,NA
Total,metformin,proportion,82.31611893583725,Proportion,NA
Total,metformin,freq,639,Proportion,NA
Total,metformin,missing,2,Proportion,NA
Female_yMOD,cluster,proportion,100,Grouped,yMOD
Female_yMOD,cluster,freq,189,Grouped,yMOD
Female_ySIDD,cluster,proportion,100,Grouped,ySIDD
Female_ySIDD,cluster,freq,72,Grouped,ySIDD
Female_ySIRD,cluster,proportion,100,Grouped,ySIRD
Female_ySIRD,cluster,freq,112,Grouped,ySIRD
Male_yMOD,cluster,proportion,100,Grouped,yMOD
Male_yMOD,cluster,freq,122,Grouped,yMOD
Male_ySIDD,cluster,proportion,100,Grouped,ySIDD
Male_ySIDD,cluster,freq,48,Grouped,ySIDD
Male_ySIRD,cluster,proportion,100,Grouped,ySIRD
Male_ySIRD,cluster,freq,98,Grouped,ySIRD
Total,cluster,proportion,48.517940717628704,Grouped,yMOD
Total,cluster,freq,311,Grouped,yMOD
Total,cluster,proportion,18.720748829953198,Grouped,ySIDD
Total,cluster,freq,120,Grouped,ySIDD
Total,cluster,proportion,32.761310452418094,Grouped,ySIRD
Total,cluster,freq,210,Grouped,ySIRD
Female_yMOD,study,proportion,27.513227513227513,Grouped,SEARCH
Female_yMOD,study,freq,52,Grouped,SEARCH
Female_yMOD,study,proportion,72.48677248677248,Grouped,TODAY
Female_yMOD,study,freq,137,Grouped,TODAY
Female_ySIDD,study,proportion,73.61111111111111,Grouped,SEARCH
Female_ySIDD,study,freq,53,Grouped,SEARCH
Female_ySIDD,study,proportion,26.38888888888889,Grouped,TODAY
Female_ySIDD,study,freq,19,Grouped,TODAY
Female_ySIRD,study,proportion,58.035714285714285,Grouped,SEARCH
Female_ySIRD,study,freq,65,Grouped,SEARCH
Female_ySIRD,study,proportion,41.964285714285715,Grouped,TODAY
Female_ySIRD,study,freq,47,Grouped,TODAY
Male_yMOD,study,proportion,27.868852459016395,Grouped,SEARCH
Male_yMOD,study,freq,34,Grouped,SEARCH
Male_yMOD,study,proportion,72.1311475409836,Grouped,TODAY
Male_yMOD,study,freq,88,Grouped,TODAY
Male_ySIDD,study,proportion,85.41666666666667,Grouped,SEARCH
Male_ySIDD,study,freq,41,Grouped,SEARCH
Male_ySIDD,study,proportion,14.583333333333334,Grouped,TODAY
Male_ySIDD,study,freq,7,Grouped,TODAY
Male_ySIRD,study,proportion,60.204081632653065,Grouped,SEARCH
Male_ySIRD,study,freq,59,Grouped,SEARCH
Male_ySIRD,study,proportion,39.795918367346935,Grouped,TODAY
Male_ySIRD,study,freq,39,Grouped,TODAY
Total,study,proportion,47.425897035881434,Grouped,SEARCH
Total,study,freq,304,Grouped,SEARCH
Total,study,proportion,52.574102964118566,Grouped,TODAY
Total,study,freq,337,Grouped,TODAY
Female_yMOD,dmduration_category,proportion,100,Grouped,<=5 months
Female_yMOD,dmduration_category,freq,189,Grouped,<=5 months
Female_ySIDD,dmduration_category,proportion,100,Grouped,<=5 months
Female_ySIDD,dmduration_category,freq,72,Grouped,<=5 months
Female_ySIRD,dmduration_category,proportion,100,Grouped,<=5 months
Female_ySIRD,dmduration_category,freq,112,Grouped,<=5 months
Male_yMOD,dmduration_category,proportion,100,Grouped,<=5 months
Male_yMOD,dmduration_category,freq,122,Grouped,<=5 months
Male_ySIDD,dmduration_category,proportion,100,Grouped,<=5 months
Male_ySIDD,dmduration_category,freq,48,Grouped,<=5 months
Male_ySIRD,dmduration_category,proportion,100,Grouped,<=5 months
Male_ySIRD,dmduration_category,freq,98,Grouped,<=5 months
Total,dmduration_category,proportion,100,Grouped,<=5 months
Total,dmduration_category,freq,641,Grouped,<=5 months
Female_yMOD,age_category,proportion,18.51851851851852,Grouped,14-15
Female_yMOD,age_category,freq,35,Grouped,14-15
Female_yMOD,age_category,proportion,50.264550264550266,Grouped,<=13
Female_yMOD,age_category,freq,95,Grouped,<=13
Female_yMOD,age_category,proportion,31.21693121693122,Grouped,>15
Female_yMOD,age_category,freq,59,Grouped,>15
Female_ySIDD,age_category,proportion,27.77777777777778,Grouped,14-15
Female_ySIDD,age_category,freq,20,Grouped,14-15
Female_ySIDD,age_category,proportion,37.5,Grouped,<=13
Female_ySIDD,age_category,freq,27,Grouped,<=13
Female_ySIDD,age_category,proportion,34.72222222222222,Grouped,>15
Female_ySIDD,age_category,freq,25,Grouped,>15
Female_ySIRD,age_category,proportion,20.535714285714285,Grouped,14-15
Female_ySIRD,age_category,freq,23,Grouped,14-15
Female_ySIRD,age_category,proportion,43.75,Grouped,<=13
Female_ySIRD,age_category,freq,49,Grouped,<=13
Female_ySIRD,age_category,proportion,35.714285714285715,Grouped,>15
Female_ySIRD,age_category,freq,40,Grouped,>15
Male_yMOD,age_category,proportion,30.327868852459016,Grouped,14-15
Male_yMOD,age_category,freq,37,Grouped,14-15
Male_yMOD,age_category,proportion,20.491803278688526,Grouped,<=13
Male_yMOD,age_category,freq,25,Grouped,<=13
Male_yMOD,age_category,proportion,49.18032786885246,Grouped,>15
Male_yMOD,age_category,freq,60,Grouped,>15
Male_ySIDD,age_category,proportion,16.666666666666668,Grouped,14-15
Male_ySIDD,age_category,freq,8,Grouped,14-15
Male_ySIDD,age_category,proportion,43.75,Grouped,<=13
Male_ySIDD,age_category,freq,21,Grouped,<=13
Male_ySIDD,age_category,proportion,39.583333333333336,Grouped,>15
Male_ySIDD,age_category,freq,19,Grouped,>15
Male_ySIRD,age_category,proportion,23.46938775510204,Grouped,14-15
Male_ySIRD,age_category,freq,23,Grouped,14-15
Male_ySIRD,age_category,proportion,28.571428571428573,Grouped,<=13
Male_ySIRD,age_category,freq,28,Grouped,<=13
Male_ySIRD,age_category,proportion,47.95918367346939,Grouped,>15
Male_ySIRD,age_category,freq,47,Grouped,>15
Total,age_category,proportion,22.776911076443056,Grouped,14-15
Total,age_category,freq,146,Grouped,14-15
Total,age_category,proportion,38.22152886115445,Grouped,<=13
Total,age_category,freq,245,Grouped,<=13
Total,age_category,proportion,39.0015600624025,Grouped,>15
Total,age_category,freq,250,Grouped,>15
Female_yMOD,race_eth,proportion,42.32804232804233,Grouped,Hispanic
Female_yMOD,race_eth,freq,80,Grouped,Hispanic
Female_yMOD,race_eth,proportion,29.1005291005291,Grouped,NH Black
Female_yMOD,race_eth,freq,55,Grouped,NH Black
Female_yMOD,race_eth,proportion,10.052910052910052,Grouped,NH Other
Female_yMOD,race_eth,freq,19,Grouped,NH Other
Female_yMOD,race_eth,proportion,18.51851851851852,Grouped,NH White
Female_yMOD,race_eth,freq,35,Grouped,NH White
Female_ySIDD,race_eth,proportion,23.61111111111111,Grouped,Hispanic
Female_ySIDD,race_eth,freq,17,Grouped,Hispanic
Female_ySIDD,race_eth,proportion,41.666666666666664,Grouped,NH Black
Female_ySIDD,race_eth,freq,30,Grouped,NH Black
Female_ySIDD,race_eth,proportion,8.333333333333334,Grouped,NH Other
Female_ySIDD,race_eth,freq,6,Grouped,NH Other
Female_ySIDD,race_eth,proportion,26.38888888888889,Grouped,NH White
Female_ySIDD,race_eth,freq,19,Grouped,NH White
Female_ySIRD,race_eth,proportion,21.428571428571427,Grouped,Hispanic
Female_ySIRD,race_eth,freq,24,Grouped,Hispanic
Female_ySIRD,race_eth,proportion,44.642857142857146,Grouped,NH Black
Female_ySIRD,race_eth,freq,50,Grouped,NH Black
Female_ySIRD,race_eth,proportion,7.142857142857143,Grouped,NH Other
Female_ySIRD,race_eth,freq,8,Grouped,NH Other
Female_ySIRD,race_eth,proportion,26.785714285714285,Grouped,NH White
Female_ySIRD,race_eth,freq,30,Grouped,NH White
Male_yMOD,race_eth,proportion,38.52459016393443,Grouped,Hispanic
Male_yMOD,race_eth,freq,47,Grouped,Hispanic
Male_yMOD,race_eth,proportion,20.491803278688526,Grouped,NH Black
Male_yMOD,race_eth,freq,25,Grouped,NH Black
Male_yMOD,race_eth,proportion,6.557377049180328,Grouped,NH Other
Male_yMOD,race_eth,freq,8,Grouped,NH Other
Male_yMOD,race_eth,proportion,34.42622950819672,Grouped,NH White
Male_yMOD,race_eth,freq,42,Grouped,NH White
Male_ySIDD,race_eth,proportion,20.833333333333332,Grouped,Hispanic
Male_ySIDD,race_eth,freq,10,Grouped,Hispanic
Male_ySIDD,race_eth,proportion,25,Grouped,NH Black
Male_ySIDD,race_eth,freq,12,Grouped,NH Black
Male_ySIDD,race_eth,proportion,8.333333333333334,Grouped,NH Other
Male_ySIDD,race_eth,freq,4,Grouped,NH Other
Male_ySIDD,race_eth,proportion,45.833333333333336,Grouped,NH White
Male_ySIDD,race_eth,freq,22,Grouped,NH White
Male_ySIRD,race_eth,proportion,30.612244897959183,Grouped,Hispanic
Male_ySIRD,race_eth,freq,30,Grouped,Hispanic
Male_ySIRD,race_eth,proportion,33.673469387755105,Grouped,NH Black
Male_ySIRD,race_eth,freq,33,Grouped,NH Black
Male_ySIRD,race_eth,proportion,11.224489795918368,Grouped,NH Other
Male_ySIRD,race_eth,freq,11,Grouped,NH Other
Male_ySIRD,race_eth,proportion,24.489795918367346,Grouped,NH White
Male_ySIRD,race_eth,freq,24,Grouped,NH White
Total,race_eth,proportion,32.449297971918874,Grouped,Hispanic
Total,race_eth,freq,208,Grouped,Hispanic
Total,race_eth,proportion,31.981279251170047,Grouped,NH Black
Total,race_eth,freq,205,Grouped,NH Black
Total,race_eth,proportion,8.736349453978159,Grouped,NH Other
Total,race_eth,freq,56,Grouped,NH Other
Total,race_eth,proportion,26.83307332293292,Grouped,NH White
Total,race_eth,freq,172,Grouped,NH White
