study_sex,variable,est,value,type,group
Male_today,cluster,freq,88,Grouped,yOD
Total,cluster,proportion,18.720748829953198,Grouped,yIDD
Total,cluster,freq,120,Grouped,yIDD
Total,cluster,proportion,32.761310452418094,Grouped,yIRD
Total,cluster,freq,210,Grouped,yIRD
Total,cluster,proportion,48.517940717628704,Grouped,yOD
Total,cluster,freq,311,Grouped,yOD
Female_search,study,proportion,100,Grouped,SEARCH
Female_search,study,freq,170,Grouped,SEARCH
Female_today,study,proportion,100,Grouped,TODAY
Female_today,study,freq,203,Grouped,TODAY
Male_search,study,proportion,100,Grouped,SEARCH
Male_search,study,freq,134,Grouped,SEARCH
Male_today,study,proportion,100,Grouped,TODAY
Male_today,study,freq,134,Grouped,TODAY
Total,study,proportion,47.425897035881434,Grouped,SEARCH
Total,study,freq,304,Grouped,SEARCH
Total,study,proportion,52.574102964118566,Grouped,TODAY
Total,study,freq,337,Grouped,TODAY
Female_search,dmduration_category,proportion,100,Grouped,<=5 months
Female_search,dmduration_category,freq,170,Grouped,<=5 months
Female_today,dmduration_category,proportion,100,Grouped,<=5 months
Female_today,dmduration_category,freq,203,Grouped,<=5 months
Male_search,dmduration_category,proportion,100,Grouped,<=5 months
Male_search,dmduration_category,freq,134,Grouped,<=5 months
Male_today,dmduration_category,proportion,100,Grouped,<=5 months
Male_today,dmduration_category,freq,134,Grouped,<=5 months
Total,dmduration_category,proportion,100,Grouped,<=5 months
Total,dmduration_category,freq,641,Grouped,<=5 months
Female_search,age_category,proportion,14.117647058823529,Grouped,14-15
Female_search,age_category,freq,24,Grouped,14-15
Female_search,age_category,proportion,42.35294117647059,Grouped,<=13
Female_search,age_category,freq,72,Grouped,<=13
Female_search,age_category,proportion,43.529411764705884,Grouped,>15
Female_search,age_category,freq,74,Grouped,>15
Female_today,age_category,proportion,26.600985221674875,Grouped,14-15
Female_today,age_category,freq,54,Grouped,14-15
Female_today,age_category,proportion,48.76847290640394,Grouped,<=13
Female_today,age_category,freq,99,Grouped,<=13
Female_today,age_category,proportion,24.63054187192118,Grouped,>15
Female_today,age_category,freq,50,Grouped,>15
Male_search,age_category,proportion,14.17910447761194,Grouped,14-15
Male_search,age_category,freq,19,Grouped,14-15
Male_search,age_category,proportion,26.865671641791046,Grouped,<=13
Male_search,age_category,freq,36,Grouped,<=13
Male_search,age_category,proportion,58.95522388059702,Grouped,>15
Male_search,age_category,freq,79,Grouped,>15
Male_today,age_category,proportion,36.56716417910448,Grouped,14-15
Male_today,age_category,freq,49,Grouped,14-15
Male_today,age_category,proportion,28.35820895522388,Grouped,<=13
Male_today,age_category,freq,38,Grouped,<=13
Male_today,age_category,proportion,35.07462686567164,Grouped,>15
Male_today,age_category,freq,47,Grouped,>15
Total,age_category,proportion,22.776911076443056,Grouped,14-15
Total,age_category,freq,146,Grouped,14-15
Total,age_category,proportion,38.22152886115445,Grouped,<=13
Total,age_category,freq,245,Grouped,<=13
Total,age_category,proportion,39.0015600624025,Grouped,>15
Total,age_category,freq,250,Grouped,>15
Female_search,race_eth,proportion,21.176470588235293,Grouped,Hispanic
Female_search,race_eth,freq,36,Grouped,Hispanic
Female_search,race_eth,proportion,44.705882352941174,Grouped,NH Black
Female_search,race_eth,freq,76,Grouped,NH Black
Female_search,race_eth,proportion,7.647058823529412,Grouped,NH Other
Female_search,race_eth,freq,13,Grouped,NH Other
Female_search,race_eth,proportion,26.470588235294116,Grouped,NH White
Female_search,race_eth,freq,45,Grouped,NH White
Female_today,race_eth,proportion,41.87192118226601,Grouped,Hispanic
Female_today,race_eth,freq,85,Grouped,Hispanic
Female_today,race_eth,proportion,29.064039408866996,Grouped,NH Black
Female_today,race_eth,freq,59,Grouped,NH Black
Female_today,race_eth,proportion,9.852216748768473,Grouped,NH Other
Female_today,race_eth,freq,20,Grouped,NH Other
Female_today,race_eth,proportion,19.211822660098523,Grouped,NH White
Female_today,race_eth,freq,39,Grouped,NH White
Male_search,race_eth,proportion,23.134328358208954,Grouped,Hispanic
Male_search,race_eth,freq,31,Grouped,Hispanic
Male_search,race_eth,proportion,26.865671641791046,Grouped,NH Black
Male_search,race_eth,freq,36,Grouped,NH Black
Male_search,race_eth,proportion,10.447761194029852,Grouped,NH Other
Male_search,race_eth,freq,14,Grouped,NH Other
Male_search,race_eth,proportion,39.55223880597015,Grouped,NH White
Male_search,race_eth,freq,53,Grouped,NH White
Male_today,race_eth,proportion,41.791044776119406,Grouped,Hispanic
Male_today,race_eth,freq,56,Grouped,Hispanic
Male_today,race_eth,proportion,25.37313432835821,Grouped,NH Black
Male_today,race_eth,freq,34,Grouped,NH Black
Male_today,race_eth,proportion,6.7164179104477615,Grouped,NH Other
Male_today,race_eth,freq,9,Grouped,NH Other
Male_today,race_eth,proportion,26.119402985074625,Grouped,NH White
Male_today,race_eth,freq,35,Grouped,NH White
Total,race_eth,proportion,32.449297971918874,Grouped,Hispanic
Total,race_eth,freq,208,Grouped,Hispanic
Total,race_eth,proportion,31.981279251170047,Grouped,NH Black
Total,race_eth,freq,205,Grouped,NH Black
Total,race_eth,proportion,8.736349453978159,Grouped,NH Other
Total,race_eth,freq,56,Grouped,NH Other
Total,race_eth,proportion,26.83307332293292,Grouped,NH White
Total,race_eth,freq,172,Grouped,NH White
Female_search,bmipct,proportion,48.8235294117647,Grouped,<98.5
Female_search,bmipct,freq,83,Grouped,<98.5
Female_search,bmipct,proportion,51.1764705882353,Grouped,>=98.5
Female_search,bmipct,freq,87,Grouped,>=98.5
Female_today,bmipct,proportion,45.8128078817734,Grouped,<98.5
Female_today,bmipct,freq,93,Grouped,<98.5
Female_today,bmipct,proportion,54.1871921182266,Grouped,>=98.5
Female_today,bmipct,freq,110,Grouped,>=98.5
Male_search,bmipct,proportion,39.55223880597015,Grouped,<98.5
Male_search,bmipct,freq,53,Grouped,<98.5
Male_search,bmipct,proportion,60.44776119402985,Grouped,>=98.5
Male_search,bmipct,freq,81,Grouped,>=98.5
Male_today,bmipct,proportion,37.3134328358209,Grouped,<98.5
Male_today,bmipct,freq,50,Grouped,<98.5
Male_today,bmipct,proportion,62.6865671641791,Grouped,>=98.5
Male_today,bmipct,freq,84,Grouped,>=98.5
Total,bmipct,proportion,43.52574102964119,Grouped,<98.5
Total,bmipct,freq,279,Grouped,<98.5
Total,bmipct,proportion,56.47425897035881,Grouped,>=98.5
Total,bmipct,freq,362,Grouped,>=98.5
